"","Gene","DIS","HC","DIS.1","HC.1","DIS.2","HC.2","DIS.3","HC.3","DIS.4","HC.4","DIS.5","HC.5","DIS.6","HC.6","DIS.7","HC.7","DIS.8","HC.8","DIS.9","HC.9"
"2595","DYSF","2.2971911","1.9323123","1.7744229","0.7525579","2.5398295","1.7643355","2.0592681","0.7525579","2.3868065","1.8817882","1.9069947","2.6127831","3.1677194","0.7525579","3.7132378","1.7171348","2.8374695","2.4992798","2.9160413","0.7525579"
"2596","KCNIP3","1.8695870","2.7017030","0.7525579","3.6663618","0.7525579","3.7567554","2.5465114","0.7525579","0.7525579","1.8817882","1.9069947","2.3884445","0.7525579","4.9532836","4.5953722","4.2956240","1.8606836","2.4992798","4.5694961","4.3981485"
"2597","DOCK10","1.8695870","2.7017030","2.1703469","2.3820176","3.1568528","2.8671704","0.7525579","3.8344256","1.9373531","2.8730246","1.9069947","3.1146417","2.6575796","2.0837121","2.5546474","2.0934393","1.8606836","2.2053092","2.3473526","1.7568953"
"2598","LRRFIP1","4.087618","3.518223","3.341843","3.571117","4.792603","3.320589","3.908286","4.441612","4.565386","3.691945","3.613334","4.328237","4.925832","3.323608","2.999263","3.339649","4.316724","3.741413","3.973893","3.170624"
"2599","SP110","1.8695870","1.9323123","2.4585607","1.7255874","2.2401953","0.7525579","0.7525579","2.7312468","0.7525579","1.8817882","0.7525579","2.9678552","2.1449566","0.7525579","0.7525579","1.7171348","1.8606836","0.7525579","0.7525579","0.7525579"
"2600","STAT1","5.482323","4.993676","7.604145","5.166777","5.471781","4.989342","5.434417","5.458947","4.770680","5.074358","4.934462","7.626729","5.666023","4.719578","5.136252","4.651999","5.739282","4.318047","4.498217","4.614937"
"2601","MPHOSPH10","4.897788","4.993676","4.976225","4.922951","4.842806","4.777923","4.971998","5.332031","5.206993","5.026967","4.568428","4.685855","4.799367","4.953284","4.403835","4.651999","4.316724","4.098995","4.260120","4.510656"
"2602","TTC7A","3.238430","3.663582","2.170347","2.382018","3.799378","2.156834","2.059268","2.405829","2.965794","3.919113","2.915259","2.967855","2.850722","2.578295","2.252961","2.590921","2.592221","2.735220","3.309557","2.431161"
"2603","WIPF1","4.337196","5.286189","4.036877","3.755507","4.630476","3.185826","4.045346","4.925824","3.925866","4.365089","4.701116","4.934181","5.078776","3.204410","4.470579","4.174953","4.654018","3.259265","4.343989","3.642979"
"2604","PRPF40A","5.644372","4.554134","4.709932","3.358352","4.160243","4.088589","5.038621","4.925824","5.424775","4.020262","4.259087","4.773502","4.842774","3.433214","4.403835","3.972171","5.238018","5.370972","5.039392","3.994723"
"2605","WDCP","2.297191","1.932312","2.885848","2.959766","2.779878","2.672898","2.892395","2.405829","2.709356","2.624621","2.915259","3.580556","3.639745","2.578295","2.554647","2.368706","2.285373","2.499280","2.663877","1.756895"
"2606","SF3B6","6.089118","6.552151","7.034725","6.373702","7.430731","6.819742","7.737483","8.311556","6.259817","6.627993","6.724181","7.299159","7.637566","5.606221","6.523667","5.915986","5.681710","5.609528","6.185523","5.406090"
"2607","FAM228B","4.175780","5.046756","4.113060","4.317640","3.799378","3.847338","3.165127","3.555481","3.180197","5.249676","3.743726","4.328237","4.138821","3.879648","2.796179","4.739380","3.974032","3.259265","3.614268","4.712123"
"2608","TP53I3","4.549449","2.957428","3.578171","2.382018","5.070415","2.442802","3.391679","4.356798","2.709356","4.439643","4.497156","4.895668","5.430844","2.765466","4.260156","2.590921","3.765415","2.499280","2.916041","2.431161"
"2609","PFN4","3.0594346","2.3801610","2.6903021","2.1048121","2.2401953","1.7643355","0.7525579","2.4058289","2.3868065","2.3133702","2.3467337","3.5805563","3.5360468","0.7525579","1.8363052","1.7171348","1.8606836","2.9340089","2.6638765","0.7525579"
"2610","ITSN2","3.238430","4.694066","3.682735","3.918385","3.576881","3.555790","3.756412","3.834426","3.925866","3.691945","3.469418","3.580556","3.991292","3.433214","4.013038","4.043046","3.974032","3.521283","4.170987","3.739536"
"2611","RPL36AP13","0.7525579","4.1290449","0.7525579","4.3744844","6.7546302","4.9084769","5.2217322","5.7837928","4.2356834","5.4424554","4.8795907","4.1423920","4.3945342","5.3846457","4.7642387","4.2956240","3.6481656","4.0177438","4.1709867","5.2534360"
"2612","SLC4A1AP","3.666683","3.663582","2.690302","3.755507","3.450657","3.443213","4.971998","3.391700","4.410052","3.261439","3.308684","3.114642","3.536047","3.323608","2.999263","3.551527","4.155714","3.521283","3.863959","2.853359"
"2613","SPTBN1","7.418414","7.734301","7.430776","8.422910","6.125723","8.213515","8.436909","7.052950","7.095125","8.136317","8.116438","8.010417","7.593929","8.780300","7.236480","8.518876","7.547388","7.632344","7.733701","8.965112"
"2614","RPL23AP32","6.908195","8.284392","8.106653","8.513673","6.466244","8.135950","6.592949","8.355658","7.763131","9.038143","7.620184","9.030099","8.264988","8.931201","8.318218","8.599579","8.433499","8.553916","8.749275","8.523618"
"2615","EML6","0.7525579","2.3801610","2.1703469","4.1966411","1.8267192","4.0885891","2.5465114","1.9517962","3.1801967","2.6246208","1.9069947","2.6127831","2.1449566","4.3876899","0.7525579","3.7352223","1.8606836","1.8005672","2.3473526","3.6429786"
"2616","RTN4","5.870807","8.884307","7.005336","9.553612","7.191074","9.981103","7.522171","9.591258","6.948421","8.404830","7.335182","8.226912","8.300325","9.023690","7.283372","8.849818","6.491433","6.378775","6.900612","8.588770"
"2617","UGP2","4.948417","4.554134","5.454138","6.882055","5.678980","7.178996","5.277926","6.339791","5.109713","5.329915","4.987310","5.815212","5.781780","6.973835","5.254164","6.590223","4.769401","3.635700","4.075871","7.022352"
"2618","REEP1","3.3964819","3.5182232","3.3418429","5.4819346","1.8267192","6.3401870","2.5465114","3.8344256","0.7525579","3.2614393","2.9152593","4.3282370","3.5360468","4.7195781","2.2529610","5.1430214","3.2215814","3.3965276","3.7446821","4.8886901"
"2619","RNF103","1.8695870","1.9323123","0.7525579","1.7255874","1.8267192","1.7643355","0.7525579","1.9517962","0.7525579","1.8817882","1.9069947","1.7296725","1.7554762","1.7099105","1.8363052","1.7171348","0.7525579","1.8005672","0.7525579","1.7568953"
"2620","AMMECR1L","3.784329","3.518223","4.319743","3.358352","4.160243","3.443213","2.892395","3.205634","3.673527","3.081351","3.743726","4.074606","4.334788","3.801066","4.653905","3.088668","3.765415","3.521283","3.744682","3.829851"
"2621","GPC1","6.945954","2.701703","5.694305","3.358352","4.740575","3.036057","3.391679","1.951796","5.109713","3.919113","6.206752","4.543406","5.402172","4.761274","5.676239","4.459364","5.652036","5.338166","5.353061","4.888690"
"2622","RPS12P3","0.7525579","3.3557457","2.8858485","3.1061922","2.7798779","4.0126671","2.5465114","4.0669730","3.3650697","0.7525579","2.9152593","3.5805563","3.3018516","4.3876899","0.7525579","3.7352223","2.5922210","2.2053092","2.3473526","0.7525579"
"2623","PUS10","1.8695870","2.3801610","3.2063711","3.1061922","2.2401953","2.1568344","2.5465114","3.3917001","2.7093562","2.6246208","2.3467337","2.6127831","2.1449566","2.3573135","0.7525579","2.0934393","2.2853728","1.8005672","1.9074628","2.1468598"
"2624","PEX13","4.734191","4.478667","4.976225","4.844932","5.191451","4.777923","4.751259","5.143243","4.705468","4.439643","4.636311","5.855813","5.759361","5.154185","4.595372","4.861198","4.876174","4.675279","4.935565","5.253436"
"2625","REL","3.238430","3.915483","3.578171","3.468840","4.078303","3.847338","3.756412","4.669436","3.365070","3.081351","2.915259","4.003407","3.911311","3.323608","2.796179","3.088668","3.221581","3.259265","2.916041","3.427029"
"2626","ANKMY1","0.7525579","2.3801610","2.6903021","2.6056667","2.2401953","1.7643355","2.0592681","1.9517962","3.1801967","1.8817882","0.7525579","2.1103054","2.1449566","1.7099105","1.8363052","2.0934393","1.8606836","2.2053092","1.9074628","1.7568953"
"2627","ITGB1BP1","3.993593","4.993676","4.185352","4.996943","4.630476","5.207736","4.582592","5.332031","4.833050","5.026967","4.636311","4.492581","4.965624","4.719578","3.920034","5.043710","4.769401","3.931529","4.702198","4.563748"
"2628","CPSF3","3.784329","3.795188","4.319743","4.581582","5.303076","4.474527","4.751259","5.417874","3.925866","3.810127","4.259087","4.971686","5.004341","3.534718","3.597105","3.735222","3.765415","3.931529","3.863959","2.853359"
"2629","IAH1","5.177797","5.565896","5.565852","5.803399","5.954173","6.194693","6.404202","6.361592","4.410052","5.368416","5.430262","5.386724","5.666023","5.357779","4.710135","5.483202","4.712872","4.776931","4.702198","5.434768"
"2630","YWHAQ"," 9.276320","10.221808"," 9.050683"," 9.815570"," 9.476458","10.023595"," 8.979653","10.545906"," 7.878127"," 9.321354"," 9.275979"," 9.674959"," 9.885387"," 9.128567"," 8.451472"," 9.612173"," 8.389270"," 8.258143"," 8.870043"," 9.187521"
"2631","ADAM17","3.059435","3.171294","3.779997","3.106192","3.692563","2.867170","3.586007","3.955492","3.527887","2.624621","3.126386","4.003407","3.736245","3.073648","2.554647","2.779057","3.221581","2.735220","2.916041","3.021484"
