"","SRR11862834","SRR11862836","SRR11862838","SRR11862840","SRR11862842","SRR11862846","SRR11862848","SRR11862850","SRR11862852","SRR11862856"
"DAPL1","0","0","0","0","0","0","9","1","0","3"
"INPP4A"," 4"," 9"," 8"," 4","15"," 6","13"," 4"," 4"," 3"
"PDK1"," 2"," 5","10","22","16"," 5"," 9"," 1"," 3"," 1"
"SLC40A1","44","26","35"," 6","21","16","57"," 8","12","17"
"PASK","1","1","1","0","1","0","1","4","2","3"
"EXOC6B"," 8","16","16","11","21","17","30","13","10","13"
"TMEM127"," 52"," 78"," 51"," 10"," 28"," 40","113"," 53"," 55"," 40"
"ING5"," 8"," 7"," 6","15","15"," 8"," 8","15","17","20"
"UPP2","1","1","0","2","1","0","0","0","0","0"
"PAX3"," 8"," 2"," 0"," 0"," 1"," 0","16"," 2"," 0"," 0"
"C2orf72","113"," 33"," 12"," 17"," 23"," 40"," 64"," 40","207"," 69"
"HTR2B","2","0","1","0","0","1","0","0","0","0"
"RPS28P4"," 36","110","135"," 23","119"," 44"," 90"," 22"," 65"," 68"
"ZBTB8OSP2","0","1","3","0","2","0","1","0","0","1"
"RNPEPL1","68","41","38"," 3"," 8","29","34","26","23","49"
"CAPN10","14","16"," 4"," 4","10"," 9"," 7","13","15","17"
"WNT10A","1","4","0","1","0","0","1","0","1","0"
"CDK5R2"," 8","14"," 0"," 0"," 3"," 1"," 0"," 2"," 3"," 7"
"CRYBA2","0","0","1","0","1","0","1","0","1","3"
"CNPPD1"," 56","114"," 58"," 31"," 73","116","117"," 67","105"," 69"
"RETREG2"," 98"," 88"," 43"," 72"," 77"," 89","122"," 44"," 83"," 80"
"ZFAND2B","31","30","24","41","27","18","30","35","38","40"
"ATG9A","14","26","18","11","13","13","44","16"," 9"," 9"
"ANKZF1"," 5","23"," 7","13","26"," 6","13"," 9","15","13"
"GLB1L","2","6","6","1","5","2","9","4","4","2"
"STK16","17","13","17","16"," 8","13","19","11","18","11"
"PTPRN","13"," 1"," 2"," 1"," 1"," 4","25","17"," 5","33"
"RESP18","0","0","0","0","0","0","0","0","0","1"
"ECRG4"," 6"," 5","28"," 0"," 2","25","84"," 1"," 2"," 7"
"UXS1","15","27","39"," 3"," 9","15","31","19","13","12"
"CCDC74B"," 3"," 3"," 3"," 2"," 1"," 1","22"," 1"," 3"," 5"
"RHOQP3","0","3","2","1","3","4","7","5","3","1"
"NOC2LP1","0","0","0","0","0","0","8","0","0","0"
"DUSP28","2","6","2","0","1","2","4","1","1","2"
"DPY30"," 78","131"," 87"," 48"," 44"," 53","199"," 31"," 63"," 56"
"SLC30A6","0","4","1","1","0","1","4","1","1","1"
"DDX50P1","1","3","2","1","2","1","5","2","1","1"
"FBXO36","24","59","15","20","11","28","35"," 8","19","15"
"SLC16A14"," 7"," 5"," 3"," 6"," 2","20"," 7"," 7","11","10"
"SLC19A3","0","4","1","1","3","0","7","0","1","0"
"CCL20"," 0"," 0"," 7"," 0","30"," 1","10"," 0"," 6"," 0"
"DAW1"," 0"," 0"," 2"," 0"," 0"," 0","11"," 0"," 0"," 0"
"GLI2","3","7","3","0","1","1","5","0","1","1"
"LPIN1"," 3"," 6"," 6"," 5"," 6"," 4","11"," 3"," 2"," 3"
"CLHC1","1","2","1","1","1","1","1","2","1","1"
"MTIF2","35","35","47","29","34","18","86","20","28","40"
"PRORSD1P"," 1","11","10"," 1","10"," 2","13"," 3"," 5"," 4"
"TRIP12"," 5","11","19"," 5"," 7"," 4"," 7"," 1"," 3"," 2"
"PRELID1P6","19","19","48","16","14","31"," 9"," 9"," 9","13"
"MDH1"," 87","105","178"," 79"," 25","106","184","150","111"," 94"
"ALMS1P1","0","1","1","0","1","1","2","0","1","1"
"NAT8B"," 3"," 4","11"," 1"," 4"," 3","15"," 6"," 7","19"
"TPRKB"," 48","101"," 92"," 27"," 27"," 41"," 87"," 40"," 18"," 46"
"ABI2","12","20","10","10"," 7","11"," 9"," 6"," 7"," 4"
"SNX17","122"," 84","110"," 27","105"," 85","118","105"," 99","105"
"ZNF513","18"," 8"," 6"," 5","19","10","12","14","21","22"
"PPM1G","57","52","68","34","21","34","78","46","46","37"
"FTH1P3"," 0","31","15"," 2"," 2"," 3","21"," 5"," 9"," 5"
"NRBP1","23","21","35","32","27","22","59","16","16"," 9"
"KRTCAP3"," 0"," 2"," 3"," 2"," 5"," 1","13"," 4"," 2"," 3"
"FNDC4"," 51"," 33"," 37"," 96"," 17"," 66","107"," 20"," 48"," 51"
"IFT172"," 3","15"," 6"," 6","12"," 4","14"," 4","10","10"
"RNU4ATAC"," 0"," 5"," 0","15","10"," 4"," 8"," 0"," 8","40"
"RPL12P15","0","0","0","1","0","2","1","0","0","3"
"NPM1P32","0","0","2","1","1","1","1","0","1","1"
"NIFK","106","126","148"," 93"," 64"," 89","156"," 90","106"," 63"
"TSN","28","34","51","27","20","32","46","32","33","36"
"ACVR2A","4","9","7","2","2","4","5","4","2","2"
"MBD5","4","4","2","1","3","3","5","5","5","4"
"NPHP1","0","2","2","1","2","1","3","0","1","1"
"LCLAT1","15","32","21"," 8","10","13","24"," 8","12","14"
"NOSTRIN","0","2","1","1","1","1","1","3","2","2"
"WDSUB1","14","39","18","23","24","13","21","12"," 9","13"
"EHBP1","0","0","0","0","0","0","0","1","0","1"
"VRK2"," 4"," 8","33"," 7","14","16","83"," 3"," 4"," 9"
"ERMN","0","0","0","0","0","1","0","0","0","1"
"CERS6","38","36","42","27","30","26","32","28","25","41"
"DYNC1I2","123"," 67"," 99"," 92"," 75","116"," 90","102","111","117"
"MTA3"," 7","26","14","17","21","13","57","18","20","19"
"IDH1"," 44"," 76","174"," 41"," 31"," 68"," 67"," 28"," 33"," 17"
"PID1","22"," 2"," 3"," 7","10"," 4","14","16"," 8","18"
"EIPR1"," 4"," 6","10"," 3"," 3"," 5","12"," 3"," 3"," 3"
"UNC50"," 61","105"," 55"," 29"," 32"," 53"," 87"," 92"," 76"," 54"
"SPAST"," 2"," 8"," 7"," 2"," 3"," 3","18"," 2"," 3"," 2"
"TIGD1"," 8","17"," 8","13","11"," 8","15"," 8"," 8","15"
"CFAP36"," 43"," 80"," 42"," 85"," 76"," 67","123"," 80"," 99"," 77"
"CCDC150","5","5","3","2","1","3","4","7","4","4"
"GTF3C3"," 8","10","16"," 7"," 8"," 8","11"," 7"," 4"," 3"
"C2orf66"," 0","36"," 9"," 0"," 2"," 8"," 4"," 1"," 8"," 2"
"PGAP1"," 6","38"," 4"," 5"," 4"," 5"," 6"," 6"," 5"," 4"
"HNRNPA3P15","0","5","1","0","0","0","3","0","1","3"
"IL1R1"," 1"," 0"," 4"," 1","14"," 2","14"," 2"," 2"," 1"
"IL1RL2","0","0","1","0","0","0","3","1","0","0"
"MITD1","25","41","55","25","60","41","52","39","22","22"
"LYG1"," 5","19","15"," 6","37"," 4","27","53","26","35"
"TXNDC9","20","13","14"," 9"," 8","17","15","22","16","20"
"C2orf69","10","14"," 8"," 4"," 3"," 6","18"," 8"," 5"," 5"
"TYW5","1","1","1","0","1","1","1","0","0","0"
"TFCP2L1","1","1","1","0","1","3","2","1","2","1"
"SF3B1"," 72","110","134","105"," 70"," 67","129"," 85"," 90"," 72"
"KLHL23","32","28"," 4"," 6"," 7","21","22","52","27","49"
"SSB"," 51","101","116"," 77"," 48"," 46","115"," 55"," 44"," 33"
"METTL5"," 78","126","109"," 91"," 42"," 59","131"," 89"," 54"," 62"
"HSPD1","208"," 97","185","209","135","117","173","240","186","246"
"UBR3"," 5","23","14","11","12","17","17"," 6"," 8","11"
"TTC30B","29","34","21"," 4"," 8","14","49","29","16","31"
"TTC30A","20","26","13"," 6"," 8","12","49","14","12","22"
"DPP4","2","2","4","4","7","3","3","0","2","0"
"TEX44","0","0","0","0","5","0","3","0","2","1"
"DDX1"," 8","10","11"," 8"," 7","11","12"," 7"," 7"," 3"
"NCL","275","257","171","186","189","137","211","125","209","209"
"COPS9","919","618","431","226","307","469","515","312","442","915"
"OTOS"," 0"," 0"," 2"," 0"," 0","25","24"," 0"," 7"," 1"
"NDUFA10","22","26","25","20","25","17","17","13","12","16"
"PRKRA","11","17","12","17","10","14","15","19","11","14"
"NUDCP2","163","  4"," 12","  5"," 13"," 12","  1","  2","  4","  8"
"PLEKHA3"," 3"," 7"," 4"," 6"," 7"," 6"," 7","10","15"," 9"
"SNRPG","20","33","75","17","14","19","47","32","10"," 9"
"FAM136A"," 50"," 34","104"," 33"," 35"," 39","106"," 55"," 41"," 32"
"PSMD1","16","33","42","13","13","21","33","15","14","18"
"BBS5","0","0","0","0","1","0","1","0","0","1"
"FASTKD1"," 3","25","15"," 2"," 2"," 6","10","10"," 7"," 3"
"PPIG"," 5"," 8"," 7"," 7","11"," 5"," 9"," 8"," 4"," 3"
"TAF1B","24","15","14"," 7","13","12","23","18","16","21"
"GRHL1","1","4","1","1","1","1","6","6","1","7"
"KLF11","18","13","14"," 4","10","11","51"," 8"," 7"," 8"
"RRM2","18","36","62"," 2"," 2","14","37","27","12","14"
"HPCAL1","27","17","15"," 3","12","13","30","15","15","27"
"SNORA80B"," 56"," 44","115","167"," 58"," 77"," 15","156","154","165"
"SPEG","2","5","4","5","4","2","7","2","9","5"
"OBSL1"," 79"," 62"," 19"," 23"," 65"," 51"," 75"," 86","133"," 78"
"INHA","3","0","3","0","1","0","4","3","1","1"
"STK11IP","8","7","3","6","5","3","8","6","5","7"
"SLC4A3"," 66"," 68"," 43"," 41"," 48"," 70","124"," 25","106","146"
"RPL23P4","0","0","7","1","0","1","0","4","0","0"
"SNORA70B"," 19","368","147"," 36","271"," 47","336","168","208"," 96"
"SDC1","13","13","20"," 2"," 4"," 8","10","11","12"," 4"
"RHOB","757","240","188"," 65","936","618","796","442","511","604"
"OLA1","35","44","54","28","22","30","57","27","26","29"
"CIR1"," 89"," 68"," 88"," 96"," 76"," 77","132","140","113","102"
"SCRN3","21","26","17"," 6","24","17","32","20","16","20"
"GIGYF2","30","49","26","49","54","28","36","22","41","32"
"NGEF"," 5"," 2"," 0"," 1"," 0"," 9","29","15","22","30"
"H3P6"," 6"," 2","31"," 1"," 1"," 4"," 2"," 4"," 0"," 3"
"CHRNA1"," 1","37"," 1"," 8"," 0","38"," 0"," 6","10"," 0"
"DHX57"," 9"," 6","17"," 5","11"," 8","12"," 6"," 7"," 7"
"ASS1P2"," 4","26","10"," 5","13"," 2","17"," 7","11","12"
"BOLA3","34","29","40","14","11","33","73","63","39","18"
"MOB1A","13","18","79","19","13","20","41","11"," 8"," 6"
"MTHFD2","25","22","52","37","30","20","22","48","22","15"
"USP37"," 5","18"," 5","13","14"," 6","16"," 9"," 9"," 6"
"CNOT9","45","85","56","18","24","23","61","46","19","31"
"PLCD4","0","2","1","6","2","1","1","2","5","2"
"BCS1L","50","85","23","25","47","26","64","57","61","49"
"RNF25","197","230","100"," 45"," 92"," 77","188","121","125","118"
"STK36","15","36","13"," 6","19"," 9","22"," 8","10","11"
"TTLL4"," 6","20","14","13","15"," 6","14","18","14","10"
"CYP27A1","48","57","98"," 6","34","51","79","65","45","81"
"NFU1"," 99","103","143"," 90"," 68"," 75","173","128"," 86"," 96"
"SNORA36C","38","55","86"," 4","18","92","89","57","36","41"
"RPL36AP16"," 0","12","27"," 0","13"," 4","32"," 5","21"," 9"
"ZNF142","11","15"," 8"," 3","10"," 7","13","17","10","12"
"TMEM198","14","10"," 3"," 0"," 2","11"," 5","18","15","26"
"CCDC74A"," 7","16"," 5"," 8"," 3"," 6","22","12"," 6","15"
"TBC1D8"," 2"," 5","24"," 2","15"," 1"," 8"," 5"," 6"," 4"
"FBXO41","3","2","3","0","3","2","1","2","0","6"
"ATP5MC3"," 18"," 84","155"," 49"," 23"," 71"," 88"," 28"," 33"," 29"
"PTMA","3091","1472","1631","1445","2149","1246","2390"," 715","1348","1932"
"NRP2"," 55"," 59"," 47"," 40"," 39"," 39"," 37"," 53","102"," 53"
"DNPEP"," 9","12","12"," 7","15"," 7","12"," 5","10"," 7"
"PUM2","24","70","58","29","45","39","63","38","35","30"
"SP140L","14","43","40","61","41","10","45","11","18"," 4"
"GPR155","10","14","21"," 3"," 5","12"," 8"," 4"," 9","15"
"C1D"," 8","17","13","15"," 5","13","28","17","10","12"
"FN1"," 8","50"," 6","39"," 8","16","60","14","21"," 5"
"BUB1","18","20","31"," 1"," 2"," 9","18","35"," 6","13"
"BCL2L11","7","5","4","1","3","3","8","6","5","6"
"WDR35","14","50","22","15","28","14","32","20","25"," 9"
"OTOF","0","0","0","0","0","0","1","0","0","1"
"ANTXR1"," 4","12"," 4","11"," 5"," 5","30"," 3"," 7"," 6"
"RBM7P1","4","0","2","1","0","1","0","0","0","0"
"LRRTM1","4","0","0","0","0","0","1","2","0","1"
"GCA","1","1","7","2","1","2","2","1","1","2"
"DNAJC10","3","7","7","6","3","4","5","2","3","1"
"FRZB"," 8","12"," 5","10"," 6"," 8","12"," 4","14"," 9"
"KIF1A","13"," 8"," 3"," 6"," 1","12"," 4"," 9"," 1","25"
"RSAD2","19","31"," 3"," 7"," 1"," 1","24","12","27"," 4"
"RNF144A"," 7"," 8"," 4"," 2"," 1"," 5"," 7"," 9"," 2","15"
"SANBR","0","1","1","0","1","1","2","0","1","0"
"C2orf74-DT","17","22","16","16","20","13","74"," 8","17"," 8"
"AHSA2P"," 5","19","20","31","38"," 6","19","14","19","13"
"NMI"," 4"," 6","12"," 4"," 4"," 3"," 9"," 0"," 3"," 2"
"TNFAIP6","180"," 94","  9"," 95"," 48"," 77"," 58"," 54","166"," 21"
"RIF1"," 5","10"," 5"," 2"," 4"," 6"," 9"," 8"," 4"," 3"
"CYRIA","66","31","46","19","27","43","47","44","40","71"
"ARID5A","2","1","3","1","3","1","2","3","3","1"
"KANSL3","3","3","4","2","6","3","5","4","2","2"
"LMAN2L"," 92"," 45"," 43","  8"," 30"," 37"," 79","100"," 65"," 72"
"CNNM4","13","21"," 9"," 6","14","12","19","11","19","17"
"CNNM3","55","54","13"," 9","17","28","29","94","44","69"
"SEMA4C","51","35","18","14","33","30","32","52","52","59"
"RAMP1","252","141"," 30"," 45"," 74","208","123"," 98","143","191"
"MOGAT1","2","7","1","2","1","0","1","0","0","0"
"ACSL3","10","24","11","11"," 8","23","17","17","29"," 8"
"LOXL3","13"," 8","23"," 3"," 8","11","20","14","10"," 6"
"DCTN1"," 87"," 40"," 37"," 86"," 92"," 78"," 63"," 58","109","181"
"XPO1"," 6","12"," 9"," 6"," 6"," 6"," 9","20","12","10"
"SNORA70F","113","275"," 53","  7"," 22"," 77","106"," 11","126"," 78"
"GALNT3"," 5"," 4"," 2"," 0"," 4"," 2","12"," 1"," 3"," 1"
"TTC21B","7","6","3","5","7","3","5","6","4","3"
"FLACC1","0","0","0","0","0","0","1","0","0","0"
"TRAK2","12","25","35","48","28","24","17","16","17","21"
"STRADB"," 54"," 84"," 81"," 55"," 48"," 46","115"," 47"," 29"," 74"
"ALS2","4","3","4","1","5","3","7","4","4","4"
"AGPS"," 3"," 8","18"," 2"," 3"," 5","13"," 4"," 4"," 4"
"CENPO","14","12","12"," 5"," 2"," 7","17","12"," 5"," 7"
"DNAJC27","0","4","2","4","5","2","3","1","1","1"
"SUCLA2P3"," 6"," 2","11"," 2"," 1"," 8"," 2"," 7"," 2"," 4"
"ADCY3","0","1","0","1","1","1","1","2","0","1"
"WDR33","29","41","28","33","28","20","25","23","22","18"
"POLR2D","26","22","24","11","20","21","30","33","19","21"
"SAP130","38","55","29","23","22","15","43","44","25","28"
"PSD4","1","0","2","0","0","1","2","0","0","1"
"PAX8-AS1","0","3","3","3","0","0","0","2","0","1"
"RPS27A","286","265","857","757","403","437","585","336","340","411"
"SULT1C4"," 4"," 7"," 3"," 9"," 6"," 5","50"," 5"," 2"," 7"
"REV1","0","1","1","2","1","1","1","0","1","1"
"NABP1"," 1"," 1","12"," 0"," 1"," 1"," 7"," 0"," 0"," 0"
"CAVIN2","10","20"," 3","19","11","13","10","16","61","25"
"ACTG2"," 4"," 3"," 3"," 0"," 1"," 3","11"," 6"," 2"," 2"
"DGUOK","141"," 88","128"," 49"," 54"," 53","157","203"," 95","129"
"TET3"," 5"," 5"," 4"," 2"," 6"," 3"," 5","13"," 5"," 8"
"GFPT1"," 9"," 9","13","15","23"," 7","14"," 9"," 9","10"
"AAK1","0","0","0","0","0","1","1","1","1","2"
"EPC2","48","51","30","23","46","39","67","69","56","47"
"KIF5C"," 6"," 0"," 4"," 5"," 3"," 8"," 5","10"," 7"," 6"
"LYPD6"," 1"," 7"," 2"," 3","19"," 2","17"," 6"," 1"," 2"
"MMADHC"," 55","206","103"," 62"," 59"," 75","141"," 73"," 59"," 42"
"THNSL2","0","1","2","2","4","3","3","0","2","5"
"LRRTM4","2","0","0","0","0","0","0","0","0","2"
"RND3"," 73"," 33"," 64","281"," 59"," 64","133"," 38","142"," 28"
"FZD7","23","20","10"," 3","28","22","26","16","38"," 8"
"THADA","3","4","5","3","7","3","7","1","2","2"
"IL18R1","0","0","0","0","2","0","0","1","0","0"
"MARCO","  4","  0","100","  0"," 35","  1"," 31","  0","  1","  0"
"ANKRD30BL","0","0","0","0","0","0","3","0","0","0"
"PTRHD1","16"," 5","20"," 3"," 2"," 9"," 5"," 8"," 3","10"
"STARD7","147","115","132"," 60"," 89","160","179","115","112","127"
"CYP26B1","1","0","0","0","1","1","2","2","1","4"
"CMPK2","15","30"," 3"," 4"," 2"," 3","30"," 8","23","12"
"C2orf83","1","1","0","1","0","0","0","0","1","4"
"PPIL3"," 6","18","35"," 7"," 5"," 6","13"," 5"," 6"," 3"
"RNU6-312P"," 0","31"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"ORC2"," 1","11"," 2"," 3"," 6"," 3","10"," 5"," 7"," 3"
"NDUFB3","0","0","2","0","1","1","1","1","0","0"
"PLEKHH2","1","4","1","2","1","0","5","6","2","3"
"DYNC2LI1","10","34","28","32","24","22","47","12","22","20"
"C1GALT1C1L"," 2"," 8"," 8"," 2"," 6"," 5","16"," 6"," 6"," 3"
"KRT8P15"," 0","19"," 3"," 2"," 0"," 2","10"," 9"," 3"," 1"
"CARF","3","7","2","1","2","2","3","3","4","2"
"LRPPRC","2","6","8","4","2","4","9","3","3","3"
"POLR1A"," 6"," 5"," 6"," 2"," 5"," 4"," 7","11"," 5"," 5"
"ITGA4"," 8"," 6","30"," 1"," 2"," 5","29"," 7"," 5"," 4"
"RPL38P6","0","0","0","0","0","0","0","0","0","0"
"RPIA","92","37","41","44","54","24","53","61","71","58"
"GMCL1","11"," 8","10"," 4","10"," 7","21","10"," 8"," 8"
"SNRNP27","23","17"," 7","25","12","19","27","18","23","30"
"MXD1"," 3","13","14","19","13"," 7","17","12","20"," 9"
"C2orf42"," 6","11","10"," 8","10"," 6"," 9"," 5"," 3"," 4"
"RPL39P15","0","4","9","0","2","7","3","0","0","3"
"RPS26P20"," 0"," 8"," 8"," 0","23"," 2","28"," 4"," 4"," 3"
"DCAF17","1","6","2","4","1","2","6","4","2","1"
"RPS15P4"," 6859"," 7217"," 6549"," 4168"," 5912"," 8102"," 7987"," 9364","10491","10643"
"CYBRD1"," 42","155"," 93"," 69"," 56"," 38","653"," 62"," 65"," 39"
"STAMBP","14","15","15","10","11","11","18","14","14","13"
"ACVR1C","0","0","0","0","0","0","0","0","0","0"
"ACVR1"," 7","15"," 9","13"," 5"," 6","25"," 7"," 8"," 5"
"HOXD13","20","13","24"," 0"," 0"," 6","10","12","12","11"
"HOXD10"," 5","33"," 5"," 0","31"," 3"," 2","43","22","12"
"HOXD-AS2","0","4","3","0","0","1","3","2","1","1"
"HOXD9"," 5","29"," 8"," 0","18"," 4","15","19","11","11"
"HOXD8"," 0"," 3","10"," 0"," 2"," 0","26","20"," 1","20"
"HOXD4"," 51","124"," 27","  1"," 29","  6"," 84","183"," 55","111"
"HAGLR","1","1","0","0","0","3","1","2","0","3"
"HOXD1","0","0","0","0","0","5","0","2","0","8"
"EIF5B"," 49"," 53"," 76","106"," 52"," 60"," 81"," 84"," 63"," 71"
"AFF3","1","1","1","3","1","1","5","1","1","1"
"LONRF2"," 3"," 3"," 4"," 9"," 5"," 3"," 3"," 9"," 6","10"
"CHST10","25","29","11"," 7"," 4","14","31","23","19","15"
"TUBA4A"," 3"," 6"," 4"," 2","14"," 3"," 7"," 1"," 9","11"
"DNAJB2","26","25","12","25","18","24","33","11","14","20"
"OSGEPL1"," 5","16"," 7"," 2"," 4"," 6","12","11"," 7"," 7"
"OSGEPL1-AS1"," 0"," 1"," 3"," 0"," 0"," 1","15"," 2"," 1"," 1"
"ORMDL1","20","38","56","17","27","18","27","19","12"," 9"
"ANKAR","3","3","2","2","5","2","4","1","1","2"
"UBXN4"," 55"," 76","108"," 65"," 84"," 58"," 98"," 70"," 68"," 42"
"R3HDM1","27","27","23","21","12","16","33","18","13","20"
"IRS1","4","5","4","0","3","1","7","4","1","4"
"MFF","25","30","14","11","12","11","15"," 6","10","16"
"ASXL2"," 6"," 6"," 9"," 3"," 7"," 5","14"," 4"," 6"," 5"
"KIF3C","37","17","15","27"," 9","20","57","19","19","39"
"TRMT112P6","54"," 4","42","66","85","39","63","41","60","41"
"RAB10","131","147","138"," 68"," 89","128","301","136","126","162"
"PPIL1P1","5","0","0","0","0","0","1","0","0","1"
"GAREM2","26"," 8"," 4"," 2"," 3"," 8","23","47"," 9","31"
"ARMC9"," 4"," 8"," 4"," 2"," 7"," 4","11"," 4"," 8"," 6"
"RTP5"," 3"," 0"," 0"," 0"," 0"," 1"," 0"," 2"," 4","23"
"DES","12"," 1","31","47"," 4","12","73"," 3"," 9"," 2"
"SCN2A","0","0","0","0","0","0","0","0","0","0"
"KCNK12","0","0","0","0","0","0","0","0","0","0"
"FBXO11","15","19","17","17","15","16","27"," 7","12","16"
"EIF2AK3","2","5","3","1","3","2","4","5","3","1"
"CERKL","0","3","0","1","2","1","0","0","1","0"
"GMPPA"," 7","24","11","23","18"," 8","31","11","15"," 6"
"SP3","3","1","1","0","1","1","1","1","1","2"
"HDLBP"," 55"," 74"," 66","102"," 49"," 58","149"," 77","122"," 71"
"IKZF2","1","1","1","0","0","2","2","1","0","1"
"PTH2R","0","2","0","0","0","0","1","0","0","0"
"TRIB2","356","196","134"," 39"," 99","283","139","892","400"," 70"
"OR6B2","0","0","0","0","2","0","3","0","0","0"
"CNTNAP5","0","0","0","0","0","1","0","0","2","5"
"NBEAL1","0","2","1","1","1","2","2","1","1","1"
"METTL8","3","7","6","8","5","7","7","5","6","3"
"PPP1R1C","3","1","0","4","0","7","1","0","3","0"
"MAP3K2","14","22","19","21","14","11","21","10","15","12"
"RABL2A"," 3"," 9"," 5"," 4","11"," 2"," 5"," 6"," 5"," 3"
"NCOA1","21","50","18","21","34","26","43","23","22","18"
"MAP2","146"," 68"," 17"," 40"," 16"," 30"," 37"," 83"," 53","148"
"PROC","13"," 1"," 0"," 0"," 0"," 3"," 2"," 3"," 0"," 1"
"IWS1","36","63","52","40","13","29","37","42","45","37"
"LIMS2","1","3","0","0","2","2","2","1","2","4"
"GPR17","2","0","0","0","0","0","0","4","0","2"
"ALMS1","1","3","2","1","3","1","4","2","3","3"
"HDAC4","14"," 8"," 6"," 2","13"," 8","16"," 8","10","19"
"ID2"," 64","195"," 84","357","155","198","277"," 22","145"," 45"
"MBOAT2"," 4","14"," 5","12"," 3","11","15"," 6"," 5"," 5"
"KCNE4","0","3","2","2","2","5","3","0","5","1"
"KIDINS220"," 6","17"," 8","17"," 9","13","23"," 6"," 7","11"
"YIPF4","0","1","1","1","2","1","2","0","1","1"
"TTC27","2","7","6","3","4","3","5","0","4","2"
"ATG16L1"," 9","11"," 8"," 7","14"," 9","18"," 8","13","14"
"SCARNA5"," 3835","13687"," 4250","15243","13401","10043"," 5412"," 4700"," 9938"," 8972"
"SCARNA6"," 459"," 620"," 391","1546","1237","1179"," 260"," 349"," 889","1104"
"DGKD","13","10"," 8","16","16","11","25","13","24","25"
"USP40"," 5","24"," 9"," 2"," 4"," 5","14"," 5"," 5"," 3"
"MOGS","26","31","43"," 6","18","18","37","58","37","26"
"IL1R2"," 1"," 0","12"," 2","15"," 2"," 7"," 4"," 2"," 6"
"WDR12"," 7"," 7"," 9"," 5"," 6"," 5","13"," 8"," 8"," 1"
"DAZAP2P1"," 0","11"," 8"," 4"," 0"," 7","11"," 6"," 3"," 2"
"SUMO1","211","268","275","147","194","197","283","352","188","222"
"NOP58"," 47","107"," 86"," 60"," 95"," 37"," 96"," 56"," 43"," 34"
"BMPR2","13","28","20"," 7","14","21","36","18","24","18"
"FAM117B","4","4","5","4","5","3","9","4","4","8"
"CCDC121","1","2","1","1","0","0","1","0","0","0"
"SUPT7L","17","48","46","39","40","25","81","39","29","29"
"SLC20A1-DT","0","0","0","1","0","0","2","0","1","1"
"ADRA2B","0","0","0","0","0","1","5","1","1","1"
"GPAT2","0","0","0","0","1","1","1","2","1","1"
"MAP4K3"," 9","39","15","16","26","14","33","17","15","18"
"PKP4","12","16","10"," 6"," 4","36","10","37"," 7","59"
"IMMT","140"," 94","208"," 52"," 68"," 94","133","179","103","102"
"ACTR2","122","163","347"," 85"," 73","149","317","124","121"," 85"
"CLK1"," 27","122"," 62"," 58"," 74"," 56"," 54"," 50"," 47"," 32"
"CAB39","25","28","46","18","23","30","49","10","20","19"
"ATF2","32","40","50","36","27","29","42","16","13"," 9"
"NIF3L1","18","29","29","14","12","15","38","32","29","25"
"CYP20A1","10","22","10"," 7","19","10","15","10"," 9"," 7"
"NCKAP5"," 3"," 9"," 7"," 6"," 2"," 5"," 8","23"," 6","19"
"THAP4","32","19","21","13","24","29","41","27","23","34"
"PMS1"," 8","14"," 2"," 2"," 4"," 5","13"," 3"," 6"," 5"
"ANKRD36","11","19","14","19","35","12","28","17","17","19"
"CFLAR","16","18","12","51","61","21","29","16","40","23"
"RBMS1"," 7","12","27","11"," 8","13","37"," 6"," 9"," 2"
"BAZ2B"," 3","11"," 7","13","12"," 7"," 6"," 4"," 5"," 3"
"INSIG2"," 6","13","19","32","33","24","21"," 7","31","10"
"THSD7B","0","0","0","0","0","0","0","0","0","1"
"KCNH7"," 8"," 0"," 0"," 0"," 0"," 1","18"," 1"," 4","21"
"SELENOI"," 2","14"," 7"," 2"," 1"," 8","17"," 4"," 5"," 5"
"CBWD2","15","25","25","16","23","15","26","17","22","17"
"DBI","1571","2917"," 331","1510"," 636","1359"," 875"," 988","2186","1405"
"CPS1","0","1","0","0","4","1","0","2","1","1"
"CCT7"," 84"," 51","131"," 41"," 60"," 67","101","130"," 77","103"
"EFHD1"," 83"," 46"," 10","  3"," 20","152"," 46"," 48"," 51","282"
"FOXN2","3","8","9","6","4","6","6","1","2","2"
"KCNK3","2","0","0","0","0","0","0","0","0","2"
"NRXN1"," 8"," 1"," 0"," 2"," 6"," 6"," 1"," 1"," 3","10"
