"","SRR11862835","SRR11862837","SRR11862839","SRR11862841","SRR11862845","SRR11862847","SRR11862849","SRR11862851","SRR11862855","SRR11862857"
"IMPDH2"," 47"," 50"," 34"," 43"," 61"," 63"," 70"," 57","240"," 73"
"SDHAP1","3","2","0","0","6","2","4","3","9","5"
"TMEM40","1","3","1","0","1","0","1","2","0","4"
"RPL32","401","359","725","671","372","352","252","417","338","257"
"GSK3B"," 5","22","24","11"," 9","10","17","20","17","13"
"RAB6B"," 13","128","274","  6"," 33"," 25","279","302"," 38","336"
"C3orf36","0","0","0","1","0","0","0","0","0","0"
"C3orf62"," 5"," 2"," 3"," 6"," 6","10"," 4"," 4"," 5"," 2"
"USP4","22","41","24","19","17","33","25","30","25","15"
"PCBP4"," 89"," 72"," 35"," 17"," 72"," 27","114","122","158","120"
"ECT2"," 2"," 2"," 4","10"," 3"," 5"," 4"," 3"," 6"," 5"
"XRN1","4","5","4","6","1","7","3","2","2","1"
"CD47"," 35","127","105","102"," 41"," 35"," 72"," 84"," 13"," 36"
"COX17","397","370","483","507","525","155","522","465","582","460"
"CACNA2D2"," 0"," 8"," 5"," 0"," 1"," 3","20"," 9","10"," 6"
"ARIH2","47","72","40","40","47"," 4","62","55","53","45"
"ANAPC13"," 56"," 93","182","139"," 63"," 85"," 98","119","127","101"
"AMOTL2","39","20"," 8"," 4","15","12","25","46","57","44"
"SLC41A3"," 9","17","31"," 5","13","27","42","40","28","46"
"TMEM108"," 1"," 5"," 7"," 1"," 2"," 3"," 5"," 8","10"," 4"
"SLC12A8","0","1","0","0","0","0","4","1","2","0"
"OPA1"," 4"," 9","11"," 8"," 6"," 7"," 5"," 6"," 4"," 5"
"GPR156"," 0"," 0"," 1"," 0"," 0"," 5"," 1"," 0","10"," 1"
"KCNAB1"," 4","36","48"," 5"," 9"," 3","53","55"," 4","46"
"CGGBP1","14","15","31","23"," 6","24","24","22","14","15"
"SCN5A","0","0","1","0","0","1","4","1","2","0"
"MASP1"," 6"," 3"," 1"," 2","11","29","10"," 6"," 5","11"
"TF","249","161"," 24","101","151","  4"," 83","108"," 22","114"
"SLCO2A1"," 1"," 3"," 3"," 3","14"," 3"," 3"," 6"," 4"," 4"
"GPX1"," 905"," 298"," 272"," 573","1257","1821"," 862"," 913","1325","1454"
"ABHD6","71","64","37","25","70","15","47","75","56","60"
"PXK","221","187"," 64"," 89","108"," 39"," 78","123"," 28","121"
"PDHB","16","16","18","15","10"," 7","17","15"," 5"," 5"
"PEX5L"," 2"," 7"," 7"," 5"," 2"," 0","12","10"," 2","13"
"RNA5SP149"," 6","15"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"NDUFB5"," 2"," 6"," 8"," 6"," 4"," 2"," 8"," 3"," 4","10"
"CRYGS"," 17"," 33"," 28"," 33"," 51","132"," 19"," 28"," 22"," 47"
"TBCCD1","21","29","31","27","23","33","25","21","23","18"
"RHOA","419","412","268","507","590","241","212","329","428","293"
"ACAD9","15"," 8"," 6"," 3"," 6","10","12","12","26"," 9"
"GP9","4","3","0","0","0","1","3","3","3","4"
"ISY1","2","4","3","2","1","4","2","5","2","3"
"SACM1L","22","47","62","63","24","21","35","37","19","19"
"PROS1"," 4","10","19","63"," 8","32","10"," 4","11"," 4"
"DHFR2","2","3","3","2","1","4","6","2","3","1"
"NSUN3","12","16","15","23","13","10","15","11","16"," 8"
"ARL13B"," 4"," 8"," 5"," 7"," 6","10"," 3"," 3"," 6"," 3"
"VIPR1"," 2"," 6","13"," 1"," 3"," 1","22","19"," 0"," 6"
"SEC22C"," 5","13","13"," 8"," 3","10"," 8"," 7"," 6"," 8"
"SS18L2","3","3","5","3","0","2","5","1","2","4"
"HHATL","4","2","2","1","3","0","8","1","1","4"
"ZBTB47"," 2"," 2"," 0"," 0"," 2","13"," 3"," 1"," 4"," 1"
"PARP3","18","31","17"," 8","19","31","43","28","61","39"
"ZKSCAN7","3","3","3","2","2","1","2","3","4","1"
"MPRIPP1"," 28"," 47"," 45","  3"," 38"," 18","142"," 50","126","148"
"ZNF197"," 8","14","11"," 6","12"," 7"," 9","11","15","10"
"ZNF35","16","17","20","22","23","21","27","10","44","24"
"CAPN7","26","33","41","29","19","29","21","21","19","10"
"SH3BP5"," 91"," 53"," 46"," 31"," 65"," 40"," 99","103"," 49","136"
"METTL6","16","22","21","15","11","20","24","32","25","16"
"EAF1","1","1","2","1","1","1","1","1","1","1"
"HACL1","42","72","79","47","41","43","63","48","67","31"
"RN7SL4P","23","14","18"," 4","25"," 3"," 8"," 5"," 8"," 0"
"SEMA3B","63","23"," 4"," 4","45"," 8","55","56","31","58"
"LSMEM2"," 3"," 1"," 0"," 1"," 4"," 1"," 0"," 2","16"," 5"
"HYAL3"," 0"," 1"," 2"," 0"," 0"," 2"," 2"," 7","12"," 5"
"NAA80","0","1","0","0","0","2","2","2","1","3"
"TSEN2","17","29","33","11"," 8"," 5","11","10"," 4"," 7"
"PLXNB1","60","43","14"," 4","49","29","66","32","63","53"
"CCDC51"," 7"," 4"," 2"," 4"," 4"," 7","15","15","19"," 5"
"TMA7"," 4"," 5"," 7"," 4","12"," 1"," 4"," 6"," 3","20"
"PFKFB4"," 6"," 4"," 3"," 1"," 6"," 6"," 3"," 5","18"," 3"
"UQCRC1","12","10","14"," 6","19"," 9","53","22","27","26"
"SLC26A6","2","0","1","1","1","2","2","1","2","0"
"CELSR3","1","2","3","0","1","1","7","6","8","3"
"NCKIPSD","  7"," 13"," 16","  1","  9"," 15","131"," 66"," 48"," 79"
"IP6K2","10","13","26","10","10","15","26","21","21","21"
"COL7A1"," 2"," 5"," 3"," 1"," 2"," 4","15"," 7","14"," 5"
"MKRN2"," 4","11"," 8"," 4"," 2"," 9"," 8","10"," 6"," 4"
"ZMAT3"," 9","28","25","20","16"," 9","24","23"," 3","15"
"PIK3CA"," 6","16","17","16"," 6"," 6","12"," 8"," 4"," 5"
"PIGX","11","19","25","14","12","20","23","18","12","13"
"TXNRD3","18","38","27","18","24","39","24","31","91","27"
"ABHD14B","10","12"," 6"," 9"," 9","29","11","12","17","12"
"GLT8D1"," 46"," 80"," 73"," 82"," 70","104"," 79"," 77"," 92"," 99"
"RFC4","14","12","18","18","22","20","15","14","44","20"
"C3orf80"," 0"," 6","11"," 0"," 0"," 0","29","28"," 3"," 9"
"OGG1"," 6"," 8"," 4"," 2"," 7"," 9","10","12","21","11"
"STAC","1","1","5","0","2","3","3","1","2","2"
"SEMA3G","3","8","5","2","3","0","8","8","1","6"
"TNNC1"," 1"," 0"," 2"," 1"," 4"," 0"," 0"," 0"," 1","11"
"NISCH"," 6","22","25"," 4"," 7","12","38","31","18","26"
"DNAH1","2","3","2","1","3","2","3","4","1","2"
"PTPN23","26","22","12"," 5","22","21","53","40","55","37"
"ELP6","45","65","35","20","56","42","73","60","70","56"
"CSPG5"," 2","10","17"," 1"," 5"," 1","38","22"," 4","20"
"HIGD2AP2","0","0","2","0","0","0","0","2","5","0"
"RSRC1","4","4","6","5","2","7","8","5","5","4"
"DHX30","1","0","1","0","1","1","3","1","2","1"
"CDC25A","0","0","0","1","2","4","0","1","8","0"
"CAMP","0","0","0","0","2","0","0","3","4","0"
